Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2022 Revenue/Yr,2021 Revenue/Yr,2020 Revenue/Yr,2019 Revenue/Yr,2021 % Sales Growth,2020 % Sales Growth,2019 % Sales Growth,2022 Employees,2021 Employees,2020 Employees,2019 Employees,2021 % Employee Growth,2020 % Employee Growth,2019 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source ,
"AtoZDatabases","08/27/2024","02/27/2025","Temple Area Home Builders Association","","12 N 5th St","12","N","5th","St","","Temple","TX","76501","4238","Jason Carothers","Jason","","Carothers","President","Male","20","","$316,000","12 N 5th St","12","N","5th","St","","Temple","TX","76501","4238","(254) 773-0445","(254) 774-7273","N/A","Bell","100,000 to 249,999","Killeen-Temple, TX","31.0981052","-97.344183","","Membership Organizations","","","No","8699001","Membership Organizations","8611001","Business Associations","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","813910","Business Associations","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","www.tahb.org","No","1984","","","","0","316000","316000","325480","367792","0.0","-2.91","-11.5","20","17","15","15","17.65","13.33","0.0","Jason","Carothers","President","Male","Administration & Operations","Jerry","Tyroch","Executive Officer","Male","Accounting & Finance","David","Patteson","Executive Officer","Male","Administration & Operations","Patrick","Johnson","Manager","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$20,000 to $49,999","","$10,000 to $24,999","$10,000 to $24,999","$25,000 to $99,999","$10,000 to $24,999","$7,500 to $19,999","11132554613136","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Empire Spanish Meadows Ltd","","25009 Oakhurst Dr","25009","","Oakhurst","Dr","","Spring","TX","77386","1975","Ramiro Lozano","Ramiro","","Lozano","Principal","Male","10","","$316,000","25009 Oakhurst Dr","25009","","Oakhurst","Dr","","Spring","TX","77386","1975","(281) 465-0636","N/A","N/A","Montgomery","50,000 to 99,999","Houston-The Woodlands-Sugar La","30.125283","-95.440466","200118715","Membership Organizations","","","No","8699001","Membership Organizations","8361001","Residential Care","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","623990","Other Residential Care Facilities","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","www.spanish-meadows-brownsville.com","No","2013","","","","0","316000","312840","340996","317126","1.01","-8.26","7.53","10","8","7","8","25.0","14.29","-12.5","Ramiro","Lozano","Principal","Male","Administration & Operations","Myra","Resendez","Manager","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140000205096","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Sirius Minds Inc","","1780 Hughes Landing Blvd Ste 215","1780","","Hughes Lan","Blvd","","Spring","TX","77380","4014"," ","","","","","","10","","$315,000","1780 Hughes Landing Blvd Ste 215","1780","","Hughes Lan","Blvd","","Spring","TX","77380","4014","(281) 781-7573","N/A","N/A","Montgomery","50,000 to 99,999","Houston-The Woodlands-Sugar La","30.173667","-95.469692","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","","No","2015","","","","81","315000","283500","252315","252315","11.11","12.36","0.0","10","9","8","8","11.11","12.5","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140005328187","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Braunvieh Association of America","","8870 US Highway 87 E","8870","","US Highway","","E","San Antonio","TX","78263","2242"," ","","","","","","10","","$315,000","8870 US Highway 87 E","8870","","US Highway","","E","San Antonio","TX","78263","2242","(210) 561-2892","N/A","N/A","Bexar","500,000 or more","San Antonio-New Braunfels, TX","29.3791286","-98.3145849","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","","No","2017","","","","81","310000","251100","208413","250096","23.46","20.48","-16.67","10","11","10","10","-9.09","10.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$5,000 to $9,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140010861905","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Golden Green Groups LLC","","7409 Cresswell Dr","7409","","Cresswell","Dr","","Arlington","TX","76001","5917"," ","","","","","","4","","$315,000","7409 Cresswell Dr","7409","","Cresswell","Dr","","Arlington","TX","76001","5917","N/A","N/A","N/A","Tarrant","250,000 to 499,999","Dallas-Fort Worth-Arlington, T","32.623789","-97.123517","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","www.greengold.group","No","2021","","","","72","315000","264600","259308","287832","19.05","2.04","-9.91","4","4","4","4","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","","$2,500 to $7,499","","$2,000 to $4,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11140024082450","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Bridges For Humanity","","176 Landa St Apt 410","176","","Landa","St","","New Braunfels","TX","78130","7960","Jim Russell","Jim","","Russell","President","Male","10","","$314,000","176 Landa St Apt 410","176","","Landa","St","","New Braunfels","TX","78130","7960","(773) 430-0214","N/A","N/A","Comal","50,000 to 99,999","San Antonio-New Braunfels, TX","29.7058514","-98.1333349","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","","No","2011","","","","89","314000","270040","267340","278034","16.28","1.01","-3.85","10","8","6","5","25.0","33.33","20.0","Jim","Russell","President","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$5,000 to $9,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11132569376408","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Turning Stone Owners Association","","752 Turning Stone","752","","Turning St","","","Cibolo","TX","78108",""," ","","","","","","10","","$314,000","","","","","","","","","","","(210) 566-4463","N/A","N/A","Guadalupe","25,000 to 49,999","San Antonio-New Braunfels, TX","29.605380199582","-98.2284314075537","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","","No","2014","","","","89","314000","260620","276257","276257","20.48","-5.66","0.0","10","9","8","9","11.11","12.5","-11.11","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$5,000 to $9,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140001896150","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Jetsetter World Travel","","2605 Basswood Dr","2605","","Basswood","Dr","","Rowlett","TX","75089","1638"," ","","","","","","3","","$314,000","2605 Basswood Dr","2605","","Basswood","Dr","","Rowlett","TX","75089","1638","(214) 577-7148","N/A","N/A","Dallas","50,000 to 99,999","Dallas-Fort Worth-Arlington, T","32.924287","-96.577491","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","www.jetsetterworldtravel.com","No","2020","","","","72","314000","276320","287373","293120","13.64","-3.85","-1.96","3","3","2","2","0.0","50.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","","$2,500 to $7,499","","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11140019962764","Yes","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Bde LLC","","8718 Nairn St","8718","","Nairn","St","","Rowlett","TX","75089","9575"," ","","","","","","3","","$314,000","8718 Nairn St","8718","","Nairn","St","","Rowlett","TX","75089","9575","(214) 833-5360","N/A","N/A","Dallas","50,000 to 99,999","Dallas-Fort Worth-Arlington, T","32.947797","-96.540784","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","","No","2020","","","","72","314000","314000","335980","393097","0.0","-6.54","-14.53","3","2","2","2","50.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","","$2,500 to $7,499","","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11140019440410","Yes","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Daiquiri Uncorked","","5211 Highway 6","5211","","Highway 6","","","Missouri City","TX","77459","4388"," ","","","","","","3","","$314,000","","","","","","","","","","","(832) 539-1445","N/A","N/A","Fort Bend","50,000 to 99,999","Houston-The Woodlands-Sugar La","29.575262","-95.573887","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","www.daiquirisandmore.com","No","2021","","","","72","308000","258720","230261","232564","19.05","12.36","-0.99","3","3","3","3","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","","$2,500 to $7,499","","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11140022006924","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Montanas Saloon","","2111 Airport Rd","2111","","Airport","Rd","","Conroe","TX","77301","3249","Tina McMahan","Tina","","McMahan","Owner","Female","4","","$313,000","2111 Airport Rd","2111","","Airport","Rd","","Conroe","TX","77301","3249","(936) 788-2883","N/A","N/A","Montgomery","50,000 to 99,999","Houston-The Woodlands-Sugar La","30.337567","-95.432261","","Alcoholic Beverage Drinking Places","","","No","5813001","Alcoholic Beverage Drinking Places","8699001","Membership Organizations","5813011","Bars & Lounges","","","","","","","","","","","","","","","722410","Drinking Places (Alcoholic Beverages)","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1,000 to 4,999","","Yes","2008","","","","87","313000","325520","260416","283853","-3.85","25.0","-8.26","4","4","4","4","0.0","0.0","0.0","Tina","McMahan","Owner","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$2,500 to $7,499","$2,000 to $4,999","$10,000 to $24,999","$5,000 to $9,999","Up to $1,999","$7,500 to $19,999","11132552078787","Yes","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","American Akaushi Association","","732 Jeff Davis Rd","732","","Jeff Davis","Rd","","Harwood","TX","78632","4250","Jordan Beeman","Jordan","","Beeman","President","Unknown","10","","$312,000","732 Jeff Davis Rd","732","","Jeff Davis","Rd","","Harwood","TX","78632","4250","(830) 540-3912","N/A","N/A","Gonzales","Up to 24,999","","29.7685992","-97.4416515","","Membership Organizations","","","No","8699001","Membership Organizations","8611001","Business Associations","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","813910","Business Associations","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","www.americanakaushiassociation.com","No","2011","","","","0","312000","283920","295277","268702","9.89","-3.85","9.89","10","10","11","12","0.0","-9.09","-8.33","Jordan","Beeman","President","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$5,000 to $9,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11132548026068","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Highland Ridge Phase II HOA Entry Gate","Highland Ridge Phase II Hoa","2216 Windswept Pl","2216","","Windswept","Pl","","Arlington","TX","76012","5763"," ","","","","","","10","","$312,000","2216 Windswept Pl","2216","","Windswept","Pl","","Arlington","TX","76012","5763","(817) 861-1202","N/A","N/A","Tarrant","250,000 to 499,999","Dallas-Fort Worth-Arlington, T","32.771636","-97.137916","","Membership Organizations","","","No","8699001","Membership Organizations","8611001","Business Associations","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","813910","Business Associations","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","","No","2011","","","","0","312000","336960","340330","370960","-7.41","-0.99","-8.26","10","10","10","12","0.0","0.0","-16.67","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11132549253358","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Brain Bolus Medical Education","","809 Loch Lomond Dr","809","","Loch Lomon","Dr","","Arlington","TX","76012","2730","Edward Agura","Edward","","Agura","President","Male","10","","$312,000","809 Loch Lomond Dr","809","","Loch Lomon","Dr","","Arlington","TX","76012","2730","(817) 265-3970","N/A","N/A","Tarrant","250,000 to 499,999","Dallas-Fort Worth-Arlington, T","32.745771","-97.158683","752886451","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","","No","2013","","","","89","312000","327600","294840","342014","-4.76","11.11","-13.79","10","8","9","10","25.0","-11.11","-10.0","Edward","Agura","President","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140000095433","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Rvc Youth Volleyball Inc","","14600 Brown Rd Bldg B","14600","","Brown","Rd","","Tomball","TX","77377","4132","Jyra Churchill","Jyra","D","Churchill","Other Contacts","Female","3","","$312,000","14600 Brown Rd Bldg B","14600","","Brown","Rd","","Tomball","TX","77377","4132","(346) 273-5358","N/A","N/A","Harris","Up to 24,999","Houston-The Woodlands-Sugar La","30.1021032941081","-95.6461870304651","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","www.rvc.net","No","2021","","","","72","312000","327600","271908","274627","-4.76","20.48","-0.99","3","3","3","3","0.0","0.0","0.0","Jyra","Churchill","Other Contacts","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","","$2,500 to $7,499","","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11140023070949","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Tha Spot Dtx","","4316 Elm St","4316","","Elm","St","","Dallas","TX","75226","1133"," ","","","","","","3","","$312,000","4316 Elm St","4316","","Elm","St","","Dallas","TX","75226","1133","(972) 803-3114","N/A","N/A","Dallas","500,000 or more","Dallas-Fort Worth-Arlington, T","32.7911975546289","-96.7691682535557","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","www.thaspotdtx.com","No","2022","","","","72","306000","321300","282744","0","-4.76","13.64","0.0","3","3","3","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","","$2,500 to $7,499","","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11140024876148","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Future Athletics","","2329 Overlook Ln","2329","","Overlook","Ln","","Denton","TX","76207","1027","Stephen Heo","Stephen","","Heo","Other Contacts","Male","10","","$312,000","2329 Overlook Ln","2329","","Overlook","Ln","","Denton","TX","76207","1027","(214) 929-1230","N/A","N/A","Denton","250,000 to 499,999","Dallas-Fort Worth-Arlington, T","33.239492","-97.166517","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","www.futureathletics.org","No","2019","","","","78","312000","336960","279677","290864","-7.41","20.48","-3.85","10","8","8","8","25.0","0.0","0.0","Stephen","Heo","Other Contacts","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140016796407","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","The Gabriel Foundation LLC","","1415 Eldridge Pkwy Apt 225","1415","","Eldridge","Pkwy","","Houston","TX","77077","1636","Brittany Gabriel","Brittany","","Gabriel","Manager","Unknown","3","","$312,000","1415 Eldridge Pkwy Apt 225","1415","","Eldridge","Pkwy","","Houston","TX","77077","1636","N/A","N/A","N/A","Harris","500,000 or more","Houston-The Woodlands-Sugar La","29.7577044","-95.6222389","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","No","Up to 999","","No","2023","","","","66","312000","265200","0","0","17.65","0.0","0.0","3","3","","","0.0","0.0","0.0","Brittany","Gabriel","Manager","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","","$2,500 to $7,499","","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11140036431312","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Kilgore Historical and Preservation Foundation","","200 N Kilgore St","200","N","Kilgore","St","","Kilgore","TX","75662","5824"," ","","","","","","9","","$311,000","200 N Kilgore St","200","N","Kilgore","St","","Kilgore","TX","75662","5824","(903) 984-1333","N/A","N/A","Gregg","Up to 24,999","Longview, TX","32.3870873","-94.8748058","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1,000 to 4,999","","No","2015","","","","78","311000","283010","277350","255162","9.89","2.04","8.7","9","9","10","9","0.0","-10.0","11.11","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$5,000 to $9,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140005322271","No","","","AtoZDatabases",
